utterance_id,emotion,transcript
Ses04M_script01_3_M034,sad,"to open that bank book; to drive the new car; to see the new refrigerator.  I mean, you can take these things out of a war, but when you drive the new car, you have to know that it came out of the love a man can have for a man."
Ses04M_script01_3_M035,sad,"You have to be a little better because of that.  Otherwise, we have is really loot and there's blood on it.  I don't want to take any of it.  I guess that included you."
Ses04M_script01_3_M037,hap,"Annie, Annie, I'm going to make you a fortune."
Ses05M_script01_2_F002,neu,Nobody comes seven hundred miles just to see.
Ses05M_script01_2_F004,neu,He's got that about it.
Ses05M_script01_2_F005,ang,"What's going on here, Joe?"
Ses05M_script01_2_F015,ang,You above all have got to believe.
Ses05M_script01_2_F017,ang,I can't help it.
Ses05M_script01_2_M000,neu,Why does that bother you?
Ses05M_script01_2_M001,neu,"Well, maybe maybe he just wanted to see her again."
Ses05M_script01_2_M003,neu,Why do you think he's even thinking that?
Ses05M_script01_2_M015,ang,"What's that suppose to mean, me above all?  Look at you, you're shaking."
Ses05M_script01_2_M016,ang,"What have I got to hide, Kate?  What the hell is the matter with you?"
Ses05M_script01_1_F000,sad,What's he going to say?  Maybe we should tell him before he sees it.
Ses05M_script01_1_F001,sad,When?  I was the first one up.  He was still in bed.  How could he have seen it?
Ses05M_script01_1_F004,sad,Did you talk to him?
Ses05M_script01_1_F005,sad,He cried hard?
Ses05M_script01_1_F014,ang,"The trouble is the God damn newspapers.  I mean every every week a kid turns up, missing like longer than Larry."
Ses05M_script01_1_F018,ang,"Well, what do you want me to do?  You're old enough to make- to know your own mind."
Ses05M_script01_1_F021,ang,"I ignore what I got to ignore.  I mean, the girl is Larry's girl."
Ses05M_script01_1_F022,ang,"From your father's point of view he's not dead and she's still his girl.  Now, you can go on from there if you know where to go, Chris, but I don't know.  So what can I do for you?"
Ses05M_script01_1_F023,neu,"Well, you're a considerate fella, there's nothing wrong in that"
Ses05M_script01_1_F024,neu,Have you asked Annie yet?
Ses05M_script01_1_F025,neu,"Well, what if she feels like your father?  And how do you know she will marry you?"
Ses05M_script01_1_F026,neu,"Well, the trouble is you never saw enough women."
Ses05M_script01_1_F032,ang,Are you crazy?
Ses05M_script01_1_F035,ang,"All right.  But don't think like that.  Because what the hell did we work for, Chris?  I mean, this whole thing, it's all for you."
Ses05M_script01_1_F036,ang,Just don't think that way.  Do you hear me?
Ses05M_script01_1_M004,sad,No.  I figured it was best to leave him alone.
Ses05M_script01_1_M011,ang,"Why should he dream about him, walking around looking for him at night?  Do we contradict him?  Do we say straight out that we don't have any hope anymore, that we haven't had any hope for years now?"
Ses05M_script01_1_M013,ang,For Gods sake!  Three years!  Nobody comes back after three years.  That's insane!
Ses05M_script01_1_M016,neu,You know.
Ses05M_script01_1_M017,neu,I'm going to ask her to marry me.
Ses05M_script01_1_M020,ang,"Oh, so it isn't just my business?"
Ses05M_script01_1_M021,ang,You infuriate me sometimes.  Do you know that?  God.
Ses05M_script01_1_M022,ang,"Isn't it your business, too, if dad -- if I tell dad and he throws a fit about it?  I mean, you have such a talent for ignoring things."
Ses05M_script01_1_M023,ang,She is not Larry's girl!
Ses05M_script01_1_M025,ang,To hell with that!
Ses05M_script01_1_M028,ang,So what?  I'm not fast with women.
Ses05M_script01_1_M032,ang,"I've given it three years of thought.  I hoped that if I'd waited, dad would have forgotten about it by now.  And we could have like a normal wedding and everybody happy."
Ses05M_script01_1_M033,ang,"But if that can't happen, I'll just have to get out."
Ses05M_script01_1_M034,ang,"I'll get out.  I'll go get married and live someplace else.  I don't know, maybe New York."
Ses05M_script01_1_M035,ang,I have been a good son for too long.  A good sucker.  I'm through with it.
Ses05M_script01_1_M036,ang,"Yes.  On this, I would."
Ses05M_script01_1_M037,ang,"Well, you help me stay here."
Ses05M_impro02_F012,neu,What would be the worst that would happen if they found you somewhere else?
Ses05M_impro02_F013,sad,"Well, they're so young."
Ses05M_impro02_F020,sad,It's just so much.
Ses05M_impro02_F021,sad,[GARBAGE] You have to write me everyday.
Ses05M_impro02_F023,sad,okay.
Ses05M_impro02_F024,sad,[GARBAGE]
Ses05M_impro02_M000,sad,"Sweetheart, I've got to tell you something.  I just got a call.  I'm going to Iraq."
Ses05M_impro02_M001,sad,"I know it's really crappy timing, but I don't have a choice."
Ses05M_impro02_M007,sad,"I don't have a choice.  I have to go.  If I don't go, they'll come and take me."
Ses05M_impro02_M010,sad,I know.
Ses05M_impro02_M011,sad,I don't want to -- the kids.  You've got to take care of them.  You've got- you've got to-
Ses05M_impro02_M012,sad,"tell them about me and show them pictures of me and everything like that, because they are not going to see me for such a long time.  And it's such an important time and I just don't want to miss it."
Ses05M_impro02_M013,sad,I don't have -- I know.  What are we gonna- What are we- just run away?  What can I do?  Where can we go?
Ses05M_impro02_M018,sad,I know.  But I'll-I'll send the pictures all the time and I'll write them emails and you can read them the emails that I send them.
Ses05M_impro02_M019,sad,"I'm gonna be in Bagdad, just doing security."
Ses05M_impro02_M021,sad,I just want to be honest with you.  I don't want you to .
Ses05M_impro02_M022,sad,"but, it's gonna be fine.  I'm gonna be fine.  You know I'm good at this.  I can do this.  That's why I trained all this time.  I'm good at this.  Okay?"
Ses05M_impro02_M023,sad,"I know.  I know.  I know.  But, you know what?  That doesn't mean it's gonna be me; does it?"
Ses05M_impro02_M024,sad,No.  It doesn't.  And you can't think like that.
Ses05M_impro02_M025,sad,I don't want you to -- I know.  I know. You can't worry about me.  You've got to worry about the kids.  And you've got to take care of the kids for me.  Okay?  Take care of the kids for me; all right?
Ses05M_impro02_M027,sad,"I'll miss you, baby."
Ses05M_impro02_M028,sad,"All- I'll write you everyday, all the time.  And I'll send you pictures and you send me pictures. I know We've got email out there.  We've got email and I can see stuff and you can send me stuff all the time.  Okay?"
Ses05M_impro02_M029,sad,yeah yeah yeah.
Ses05F_impro06_F000,sad,A good friend of mine passed away the other day.
Ses05F_impro06_F001,sad,"Oh they had some pretty progressive cancer,"
Ses05F_impro06_F002,sad,"metastasized and it was old and they knew that it wasn't looking good, but-"
Ses05F_impro06_F003,sad,Yeah.  We were.  Pretty close.
Ses05F_impro06_F004,sad,[BREATHING]
Ses05F_impro06_F005,sad,Kind of.
Ses05F_impro06_F006,sad,"It's hard to watch when it's painful for them, you know."
Ses05F_impro06_F007,sad,"I just, I don't know."
Ses05F_impro06_F008,sad,I know.
Ses05F_impro06_F009,sad,And he could of...  He was pretty awesome
Ses05F_impro06_F010,sad,"Uh,  We grew up together."
Ses05F_impro06_F011,sad,"Yeah, he kind of did a lot of things, but we acted together, sometimes."
Ses05F_impro06_F012,sad,"I feel really bad for his family, you know."
Ses05F_impro06_F013,sad,"It must be really, really hard to lose a child."
Ses05F_impro06_F014,sad,"Yeah.  And they were really supportive, like through the whole process, but-"
Ses05F_impro06_F015,sad,[BREATHING]
Ses05F_impro06_F016,sad,I can't imagine what his- what his parents are going through.
Ses05F_impro06_F017,sad,"Yeah, I'm just going to miss him."
Ses05F_impro06_F018,sad,Thank you.
Ses05F_impro06_F019,sad,"Yeah, they're going to do some sort of memorial service or something."
Ses05F_impro06_F020,sad,Thanks.
Ses05F_impro06_F021,sad,"It's really bizarre, you know, when you know somebody really well, and then..."
Ses05F_impro06_F022,sad,something happens and they die and it's like-
Ses05F_impro06_F023,sad,"really hard to imagine that like you're going to continue to live, and that person's just going to have stopped."
Ses05F_impro06_F024,sad,[BREATHING]
Ses05F_impro06_F025,sad,yeah.
Ses05F_impro06_F026,sad,It's hard to say good-bye.
Ses05F_impro06_F027,sad,[BREATHING]
Ses05F_impro06_F029,sad,yeah yeah.
Ses05F_impro06_M001,sad,"Oh no, I'm so sorry. What happened?"
Ses05F_impro06_M002,sad,That's the worst.  I'm so sorry.  Did you know him well?
Ses05F_impro06_M003,sad,"I am so sorry,  It's-"
Ses05F_impro06_M004,sad,It's the worst when they go like that. [GARBAGE] Was he young?
Ses05F_impro06_M005,sad,"Absolutely, absolutely."
Ses05F_impro06_M006,sad,It's the think
Ses05F_impro06_M007,sad,There's no reason for it.
Ses05F_impro06_M008,sad,Yeah?  What'd he do?  What did they do?  How'd you know him?
Ses05F_impro06_M009,sad,yeah.
Ses05F_impro06_M010,neu,"Is he an actor too, or-?"
Ses05F_impro06_M011,sad,"Yes of course, of course."
Ses05F_impro06_M012,neu,Was he very close to his family?
Ses05F_impro06_M013,neu,yeah.
Ses05F_impro06_M014,sad,Of course not.  You have no idea what it's like to lose a kid.
Ses05F_impro06_M017,neu,Is there a funeral planned? or-
Ses05F_impro06_M018,neu,"Cool, Well, If you want me to go with you, I will."
Ses05F_impro06_M019,neu,No problem.
Ses05F_impro06_M020,sad,"Right, it just doesn't make any sense, it's not real.  It doesn't feel real."
Ses05F_impro06_M021,neu,yeah.
Ses05F_impro06_M022,neu,"Do you know what, it's going to pass,eventually, I mean it'll never pass, it'll always be there, and you'll always remember and everything like that, but you know.  It'll get easier I guess."
Ses05F_impro06_M023,neu,That's the best way to put it.
Ses05F_impro06_M024,neu,Absolutely.
Ses05F_impro06_M025,neu,"Do you know what, if it was me that died, I'd really want you to be crying and being really upset too any way. So, I think you should definitely do this, because it's trying what it's supposed to be."
Ses05M_script01_1b_F000,sad,What's he going to say?  Maybe we ought to tell him before he sees it.
Ses05M_script01_1b_F022,neu,Have you asked Annie yet?
Ses05M_script01_1b_F023,neu,"Well, how do you know she'll marry you?  Maybe she feels like your father does."
Ses05M_script01_1b_F024,neu,The trouble is you don't see enough women.  You never did.
Ses05M_script01_1b_F026,neu,"Well, that's a good reason.  But it don't mean a thing. I mean, You haven't seen her since you went to war.  It's been five years."
Ses05M_script01_1b_F028,sad,"Now, what's going to happen to your father, do you know?  I don't."
Ses05M_script01_1b_F031,ang,Are you crazy?
Ses05M_script01_1b_F033,ang,Must you be inspired?
Ses05M_script01_1b_F034,ang,You don't want to think like that.
Ses05M_script01_1b_M001,sad,He was out here when it broke.
Ses05M_script01_1b_M002,sad,About four this morning.  I heard it crack and I looked out the window and he was standing right there when it cracked.
Ses05M_script01_1b_M003,sad,"I don't know.  But after he saw it, he ran back into the house and started crying in the kitchen."
Ses05M_script01_1b_M004,sad,No.  I figured it was best to leave him alone.
Ses05M_script01_1b_M005,sad,"Yes, yes he is.  I don't know the meaning in it.  But I know one thing, mom, we made a terrible mistake with Dad."
Ses05M_script01_1b_M019,ang,"Isn't it your business, too, if I tell dad and he throws a fit about it?  You have such a talent for ignoring things."
Ses05M_script01_1b_M020,ang,She's not Larry's girl.
Ses05M_script01_1b_M022,ang,what to hell with that!
Ses05M_script01_1b_M031,ang,"I've given it three years of thought.  I had hoped if I waited, dad would've forgotten him by now and we could have a- a regular wedding and everybody happy."
Ses05M_script01_1b_M032,ang,But if that can't happen then I'll just get out.
Ses05M_script01_1b_M033,ang,"I'll get out.  I'll go get married someplace else, I- I'll live someplace else, maybe New York."
Ses05M_script01_1b_M035,ang,The business?  The business doesn't inspire me.
Ses05M_script01_1b_M036,ang,"Yeah, I'd like one hour a day.  If I have to grub for money all day long, I'd like to go home to something beautiful.  I'd like a family.  I'd like some kids."
Ses05M_script01_1b_M040,ang,"Well, I am thinking like that."
Ses05M_script01_1b_M041,ang,"No, you don't.  I'm a pretty tough guy."
Ses05F_script03_2_F000,neu,You knew there was nothing in that.
Ses05F_script03_2_F001,neu,Only a trivial little broach.
Ses05F_script03_2_F003,neu,You worked the whole thing up in your jealous imagination.
Ses05F_script03_2_F004,neu,"maybe just a little, but--"
Ses05F_script03_2_F005,neu,And what of it?
Ses05F_script03_2_F006,neu,"Well, I- he got a lot of pleasure out of it and it didn't hurt me."
Ses05F_script03_2_F010,neu,I don't see why you want any.  You've already had three glasses.
Ses05F_script03_2_F011,neu,"Well, it seems silly to go on and on in such a thing."
Ses05F_script03_2_F012,neu,It's becoming a habit with you.
Ses05F_script03_2_F014,neu,Just making myself fascinating for you.
Ses05F_script03_2_F018,ang,"Um, It doesn't seem to have worked such wonders with you."
Ses05F_script03_2_F019,ang,"adder don't snap, they sting."
Ses05F_script03_2_F020,ang,They sting.
Ses05F_script03_2_F021,ang,"I don't care if they bark and roll around like hoops, okay."
Ses05F_script03_2_F022,neu,"Yes, I did quite a bit."
Ses05F_script03_2_F023,ang,Mind your own business.
Ses05F_script03_2_F024,ang,"Oh dear, you really are becoming quite insufferable.  I would imagine it's because you're drunk."
Ses05F_script03_2_F027,ang,"Not very funny, dear, you better have some more brandy."
Ses05F_script03_2_F029,ang,Why?
Ses05F_script03_2_F030,ang,There aren't any people upstairs; it's a photographer's studio.
Ses05F_script03_2_F031,ang,They're away in Tunis.
Ses05F_script03_2_F032,ang,Turn it on again.
Ses05F_script03_2_F033,ang,"Fine, if you insist on being completely insolent."
Ses05F_script03_2_F034,ang,"Well, do try to control yourself darling."
Ses05F_script03_2_F035,ang,You really do need to develop uh a clearer head.
Ses05F_script03_2_F036,ang,I- I hate you.
Ses05F_script03_2_F037,ang,I hate you.
Ses05F_script03_2_F038,ang,"No, no.  I'm tired of listening to you.  You're boorish and idiotic and completely overbearing."
Ses05F_script03_2_F039,ang,"Yeah, very amusing.  Let me go.  I'm getting out of here.  I can't believe I intended to marry you."
Ses05F_script03_2_F040,ang,"Oh, marry you again?  I must have been insane.  What was I thinking?  I mean, you're completely outrageous."
Ses05F_script03_2_F041,ang,Beast; brute; cad; whore
Ses05F_script03_2_M004,ang,"You must admit that he was in love with you, wasn't he?"
Ses05F_script03_2_M005,ang,You let him kiss you.  You said you did.
Ses05F_script03_2_M008,ang,"Well, that's a nice point of view I must say."
Ses05F_script03_2_M009,neu,"So am I, bored stiff.  Would you like some brandy?"
Ses05F_script03_2_M010,neu,I'll have a little I think.
Ses05F_script03_2_M013,ang,You needn't be so grand simply because you don't happen to want any at the moment.
Ses05F_script03_2_M014,ang,"Really, Amanda."
Ses05F_script03_2_M016,ang,"Oh, that reply has broken my heart."
Ses05F_script03_2_M019,ang,It's a pity you didn't take a little more brandy.  It might have made you a little less disagreeable.
Ses05F_script03_2_M022,ang,They snap.
Ses05F_script03_2_M024,ang,Did you see much of Peter Burden after the divorce?
Ses05F_script03_2_M025,ang,I suppose you let him kiss you a good deal more then.
Ses05F_script03_2_M026,ang,"You must have a riotous time, no restraint at all, very enjoyable.  I mean, you never had much anyway."
Ses05F_script03_2_M037,ang,Turn it off.  It is driving me mad.
Ses05F_script03_2_M038,ang,Turn it off.
Ses05F_script03_2_M039,ang,Turn it off.
Ses05F_script03_2_M040,ang,Amanda-- Listen- Listen-
Ses05F_script03_2_M041,ang,Very music- amusing indeed.
Ses05F_script03_2_M042,ang,"You are a vile tempered, loose living, wicked little beast, and I never want to set eyes on you again."
Ses05F_script03_2_M043,ang,"Shut up, shut up.  I wouldn't marry you again if you came crawling to me on bended knee. You're a mean, evil-minded little vampire and I hope to God I never set eyes on you again."
Ses05F_script03_1_F010,neu,The whole business is really rather ridiculous.
Ses05F_script03_1_F011,neu,Meaning exactly that.
Ses05F_script03_1_F013,neu,Who's they?
Ses05F_script03_1_F015,neu,"Well, what if-what happens when our love-"
Ses05F_script03_1_F019,neu,"Well, what if one of us dies, does the other laugh then?"
Ses05F_script03_1_F031,hap,"Oh, ridiculous. utterly ridiculous"
Ses05F_script03_1_F033,neu,You knew there was nothing.
Ses05F_script03_1_M030,neu,"Oh, I didn't hit you very hard."
Ses05M_impro06_F002,sad,"Oh, I'm so sorry"
Ses05M_impro06_F003,sad,"Oh, my gosh."
Ses05M_impro06_F004,sad,What did he do?
Ses05M_impro06_F005,sad,Yeah.  I'm so sorry.
Ses05M_impro06_F006,sad,You guys have been-
Ses05M_impro06_F007,sad,I'm sorry. I-
Ses05M_impro06_F008,sad,"Wow, Ryan I know that you are hurting right now but I don't think you always feel like that."
Ses05M_impro06_F009,sad,Yeah. I understand.  I think it's really healthy to grieve.
Ses05M_impro06_F010,sad,If there's anything I can do to be there for you.
Ses05M_impro06_M000,sad,I just got some bad news.
Ses05M_impro06_M001,sad,"My friend, Shotty, passed away."
Ses05M_impro06_M002,sad,"The end, he's been sick for awhile.  He had cancer."
Ses05M_impro06_M003,sad,"Yeah.  It's just, I never thought it would actually happen, you know? I mean- He's such a fighter and he's always so positive about everything."
Ses05M_impro06_M004,sad,"You know, he was gonna, and we -- all the way up to the end we were just talking about how- you know all the stuff we were gonna do and, you know.  When he finally kicked this stupid cancer, you know, and we were gonna --"
Ses05M_impro06_M005,sad,"he wanted to travel, you know.  And he's so talented.  Probably the most talented person I have ever met in my entire life."
Ses05M_impro06_M006,sad,"He was a designer, you know.  But he did everything. You know, He painted and he- and he did costume design, he did set design, he did lighting, he was --"
Ses05M_impro06_M007,sad,"he just did everything.  He was literally, literally the most talented guy I have ever met in my entire life."
Ses05M_impro06_M008,sad,And he's gone now and I  -- I just can't believe it.
Ses05M_impro06_M009,sad,"I mean, one second you think, you know, you're just having a conversation and then --"
Ses05M_impro06_M010,sad,"you know, sometimes you think you want to make that phone call, or you think you want to tell somebody something, or something like that.  Do you know what I mean?  Like that's -- he was the person that I did that with.  You know, like, that's the person who I needed to call to tell things to all the time."
Ses05M_impro06_M011,sad,"And now I don't have that person anymore, you know.  And it's -- -- it's just, you."
Ses05M_impro06_M012,sad,"You think that things get easier, you know, as you as you get older and you -"
Ses05M_impro06_M013,sad,"and it just gets worse.  It just gets worse, everything is bad all the time; people die, your friends die, family dies, your best friends die. it's-"
Ses05M_impro06_M014,sad,"You always think, you know when you were- you know when you were a little kid and you think something is gonna happen, like, it will all be better when I am older, you know?"
Ses05M_impro06_M017,sad,"No, you're right.  I don't.  You're right."
Ses05M_impro06_M018,sad,"Even, yeah -- he doesn't he would never feel that way, he would never want me to feel that way.  Of course not, but that's just where I am right now and -- -- I don't know what else to do with it."
Ses05M_impro06_M019,sad,I just miss him.
Ses05M_impro06_M020,sad,Thanks.
Ses05M_impro08_F005,neu,"Uh, yeah.  We've pinned it a couple of times."
Ses05M_impro08_F006,neu,"Pretty much, yeah - I don't know if it's, like, bad phone lines or something."
Ses05M_impro08_F007,neu,Hmm. Mmm.
Ses05M_impro08_F008,neu,yeah.
Ses05M_impro08_F009,neu,"It goes- It goes, like, through doorways.  But it goes a long distance."
Ses05M_impro08_F011,neu,"Well, I- I can check that.  Is there anything else we can do, too?  Like, I'll go through and check the line throughout the house, but --"
Ses05M_impro08_F012,neu,Uh huh.
Ses05M_impro08_F013,neu,All right.
Ses05M_impro08_F014,neu,"Yeah, I see that."
Ses05M_impro08_F015,neu,Okay.
Ses05M_impro08_F016,neu,Okay.
Ses05M_impro08_F017,neu,"Uh, it it's like a bunch of different letter and numbers and stuff."
Ses05M_impro08_F018,neu,"Uh huh, Okay."
Ses05M_impro08_F019,neu,"Uh, yeah looks -- no, no.  It's set to zeros."
Ses05M_impro08_F022,hap,"Oh, my God.  I can't even tell you how much of a relief that is.  I literally call and talk to five different people.  Like last week it went off and I spent an hour and a half on the phone with different people.  And I've been doing that like every, every other week for months now."
Ses05M_impro08_F025,hap,"Yeah, accountability.  It's awesome."
Ses05M_impro08_F026,hap,"Wow.  You know I was thinking about changing internet providers, but but that- that really is enough to change my mind."
Ses05M_impro08_F027,hap,No.  I'm just gonna go have a fantastic day now.
Ses05M_impro08_F028,hap,Okay.  Thanks.
Ses05M_impro08_M000,neu,"D.S.L. Extreme, can I help you?"
Ses05M_impro08_M001,neu,This happens every two weeks?
Ses05M_impro08_M002,neu,You've lost your connection.
Ses05M_impro08_M003,neu,okay.
Ses05M_impro08_M004,neu,Hmm.  Mmm.
Ses05M_impro08_M005,neu,Has somebody tried to pin your site?
Ses05M_impro08_M006,neu,"Okay. Um-  Well, I don't know.  And it consistently happens every two weeks?"
Ses05M_impro08_M007,neu,"Well, you know what, does your D.S.L. cable -- you have D.S.L., right?"
Ses05M_impro08_M008,neu,"Okay.  Does your D.S.L. cable, you know, travel a long distance by any chance? - Does it go through any windows?  I mean, is it --"
Ses05M_impro08_M009,neu,"Okay.  Is it being- Is it being compressed between anything by any chance?  Because sometimes your connection can be you know, disrupted by, you know, the cable being squished."
Ses05M_impro08_M010,neu,"Yeah. That can be- That can create a bad connection.  And it won't always be a bad connection, but it will be bad off and on."
Ses05M_impro08_M011,neu,"Yeah, well, absolutely.  What we can -- let's just go ahead and just do a basic diagnostic of your system first off, okay.  Can you go down to your start button?"
Ses05M_impro08_M012,neu,"Okay, And uh- go ahead and click on run."
Ses05M_impro08_M013,neu,Okay.  We're gonna get your -- a little black box is going to come up.  Do you see that?
Ses05M_impro08_M014,neu,"Okay Uh- You've got your C calling, go ahead and type in directory list."
Ses05M_impro08_M015,neu,And hit enter.
Ses05M_impro08_M016,neu,Okay?  Can you tell me what that says?
Ses05M_impro08_M017,neu,"Okay Okay, And Um- letters and numbers and stuff.  Uh- Can you - Can you just type in IP address search? And hit enter."
Ses05M_impro08_M018,neu,Okay?  Does it list your IP address there?
Ses05M_impro08_M019,neu,"It's set to zeros.  Okay, maybe that's our problem.  That could very well be our problem there.  Somehow you've lost your IP address.  I'm not sure why that would happen every week.  It could be a cycling issue, something like that.  But let's go ahead and type your IP address in again."
Ses05M_impro08_M020,neu,"Well, if it does happen again, let me give you my direct number and you can call me.  Actually, I'll give you my cell number. Um- It's --"
Ses05M_impro08_M021,neu,"Of course.  we seriously- Yeah, I mean, obviously you've worked- you know -- I don't want to hassle you anymore."
Ses05M_impro08_M022,neu,I completely understand.
Ses05M_impro08_M023,neu,Absolutely. And I just don't want that to happen to you anymore.
Ses05M_impro08_M024,neu,Absolutely.  It's a new service we are offering.
Ses05M_impro08_M025,neu,Uh huh Uh huh We want you to be happy.  You're our customer.  You're the most important thing. Okay?
Ses05M_impro08_M026,hap,"Great.  Well, that makes me very happy.  That makes us all happy here at D.S.L. Extreme.  Is there anything else I can help you with?"
Ses05M_impro08_M027,neu,All right.  You have a wonderful day.  Call us anytime.
Ses05M_impro08_M028,hap,"All right.  Bye, bye."
Ses05M_impro03_F000,neu,what?
Ses05M_impro03_F005,hap,oh-
Ses05M_impro03_F006,neu,uh-huh
Ses05M_impro03_F008,hap,so cute.
Ses05M_impro03_F009,hap,"No, it's totally original, though."
Ses05M_impro03_F010,hap,oh.
Ses05M_impro03_F011,hap,"Oh, Then you had a whole weekend of camping?"
Ses05M_impro03_F012,hap,"Oh, right. sure [LAUGHTER]"
Ses05M_impro03_F013,hap,So where are you going to have your wedding?
Ses05M_impro03_F016,hap,Where is she right now?
Ses05M_impro03_F017,hap,"Yeah,I'll hang out with the both of you."
Ses05M_impro03_F020,hap,oh.
Ses05M_impro03_F021,hap,"Oh, my gosh.  You told your parents already? and everything"
Ses05M_impro03_F022,hap,Are they so excited?
Ses05M_impro03_F026,neu,Are you going to start right away?
Ses05M_impro03_F027,neu,"Yeah, have you ever like lived with someone else before?"
Ses05M_impro03_F030,neu,Oooh
Ses05M_impro03_F031,hap,"That's incredible yeah ,Congratulations."
Ses05M_impro03_M004,hap,"She--,well, she said yes, first of all, let me say that right off the bat. Well, I would like to assume, too.  But you never know these things, right?"
Ses05M_impro03_M006,hap,"I did it up at Yosemite.  We went camping right like we usually do.  You know we go camping up there all the time.  But, um- the waterfalls had died down a little bit, you know. And so uh- we-I had her climb up."
Ses05M_impro03_M007,hap,"You know- we did some- you know some rock climbing up the waterfalls and went up to this little pool that was up there.  And then, I- it's great. Um- You have to climb this little rock-"
Ses05M_impro03_M008,hap,"and you can climb it and it's covered in algae you know. So, I wanted her to climb it to go take a picture, like, back in this little waterfall area, and she got back there and she took her picture. And then, I had her come back.  And I was going to do the same thing."
Ses05M_impro03_M009,hap,"Well, instead I climb up on the rock and like I- I didn't do it -- well, I did it on purpose. I made it look like I accidentally did it.  I slipped down into this pool of water, right?  And she freaks out because I slide all the way down this rock.  And um-"
Ses05M_impro03_M010,hap,"And I pop up out of the water -- and I had planned it already, you know? I pop up out of the water and I [BREATHING] and I like, grab her hand, you know.  and that In my hand, I've got the ring."
Ses05M_impro03_M011,hap,"And she's like- she feels it you know and she doesn't know what it is.  And she you know helps me get out and I won't let go of her hand.  And she's like, what are you doing?  I and said, You saved my life, now will you marry me?"
Ses05M_impro03_M012,hap,Wasn't that great? I didn't want it to be too hokey.but- but- She liked it.She liked it.
Ses05M_impro03_M013,hap,"Yeah.  And she said yes.  And she cried, of course."
Ses05M_impro03_M014,hap,"Yes.  We did that in the beginning, exactly.  So we had, so we just had, you know, good times the rest of the weekend, yeah."
Ses05M_impro03_M015,hap,It was a lot of fun- It was a lot of fun.  She's great.  And I'm so happy.
Ses05M_impro03_M016,hap,"We're going to do it back in the Midwest where her family all is.  They're all out there. you know so, Um  And so, just gonna have a small, small wedding. But, um- you know, of course, you're going to come, right?"
Ses05M_impro03_M018,hap,"Um- And she wants you to be in it, too.  She loves you so much. She thinks you're the sweetest.  Of course, you are.  You're You're my best friend so-"
Ses05M_impro03_M019,neu,"oh, She's back at work. yeah."
Ses05M_impro03_M023,hap,She's the one.
Ses05M_impro03_M024,hap,Of course.  I told them right away.  We called them all right them.
Ses05M_impro03_M025,hap,"Oh, yeah.  My mom's freaking out. Oh yeah, She's so happy. this is you know  It's her dream come true.  She always wanted her little boy -- she wants kids, you know."
Ses05M_impro03_M026,hap,She wants grandkids. So we'll be working on that right away.
Ses05M_impro03_M027,hap,"Of course, we're gonna have kids, like three at least."
Ses05M_impro03_M028,hap,"She wants like eight- She wants like eight kids and I'm like, no, no, no, no, no.  I am like what Let's do maybe three and we'll go with that."
Ses05M_impro03_M030,hap,"Oh, yeah, yeah, yeah, yeah I mean, actually we lived together awhile back when we -- Yeah, back in college for a little while. yeah."
Ses05M_impro03_M031,hap,But that- so we are really used to each other. We took the time apart and now we're going to get back together.  We're going to move in soon.
Ses05M_impro03_M032,hap,it's great. I'm a lucky man.
Ses05M_impro03_M033,hap,Thank you.
Ses05M_impro07_F004,hap,What are you gonna study?
Ses05M_impro07_F005,hap,Really? Are you doing the M.F.A. program?
Ses05M_impro07_F007,hap,I heard it's so tough to get into.
Ses05M_impro07_F008,hap,That's awesome.
Ses05M_impro07_F010,neu,No.
Ses05M_impro07_F013,hap,"Um- I'm gonna be studying at U.S.C., too."
Ses05M_impro07_F016,neu,Oh yeah.
Ses05M_impro07_F017,neu,Good tradeoff
Ses05M_impro07_F018,neu,I don't- I don't think it's that bad.
Ses05M_impro07_F019,neu,yeah.
Ses05M_impro07_F020,neu,"Yeah. I think it's really also if you- if you consider yourself like, us and them, kind of thing- If you think you're part of your community then --you going to like it more"
Ses05M_impro07_F023,hap,"So when do you know, like, where you're gonna live? and-"
Ses05M_impro07_F024,neu,"Oh, wow."
Ses05M_impro07_F025,neu,Um-
Ses05M_impro07_F026,neu,"Yeah.  I mean, I know, I know, like the- the housing surrounding the campus pretty well."
Ses05M_impro07_F027,neu,Um- How many people do you want to live with?
Ses05M_impro07_F028,neu,All dudes?
Ses05M_impro07_F029,neu,Um- I think I have some friends.
Ses05M_impro07_F030,neu,yeah.
Ses05M_impro07_F031,hap,"There's actually, a friend of mine is um- moving out of her place and her place is amazing-- And it's really cheap."
Ses05M_impro07_F032,neu,yeah.
Ses05M_impro07_F033,neu,Okay.
Ses05M_impro07_F035,hap,"You've got a lot- oh, awesome."
Ses05M_impro07_F036,hap,Oh cool.
Ses05M_impro07_F038,neu,totally.
Ses05M_impro07_F039,hap,good for you.
Ses05M_impro07_F040,neu,the way to do it.
Ses05M_impro07_F045,hap,Yeah.  We'll have so much fun.
Ses05M_impro07_M009,hap,"I worked really hard, I'll say, I worked really hard. You know, I I'm not bragging or anything like that. But-"
Ses05M_impro07_M039,hap,"And yeah, well, I mean, basically I just applied for any and every possible scholarship and grant that could come by, so I can go."
Ses05M_impro07_M046,hap,We'll have fun.
Ses05M_impro04_F001,neu,Really? It's been that long?
Ses05M_impro04_F002,neu,Wow.
Ses05M_impro04_F003,neu,What have you been trying?
